t,l2_u,l2_v,l2_p
0.0,,,
0.009999999776482582,0.9069700837135315,,0.9978934526443481
0.019999999552965164,0.9487425684928894,1.0328257083892822,0.9991292953491211
0.029999999329447746,0.9661409258842468,1.0013178586959839,0.9995202422142029
0.03999999910593033,0.9749029278755188,0.9977689981460571,0.9997096061706543
0.05000000074505806,0.9801278710365295,0.9973987936973572,0.9998200535774231
0.05999999865889549,0.9835849404335022,0.9975576400756836,0.9998915791511536
0.07000000029802322,0.986035943031311,0.9977953433990479,0.9999412894248962
0.07999999821186066,0.987860918045044,0.9980198740959167,0.9999773502349854
0.09000000357627869,0.9892706871032715,0.9982141852378845,1.0000044107437134
0.10000000149011612,0.9903907179832458,0.9983791708946228,1.0000252723693848
0.10999999940395355,0.9913007616996765,0.9985187649726868,1.0000417232513428
0.11999999731779099,0.9920540452003479,0.9986379742622375,1.0000547170639038
0.12999999523162842,0.9926869869232178,0.9987404346466064,1.0000652074813843
0.14000000059604645,0.9932256937026978,0.9988292455673218,1.0000736713409424
0.15000000596046448,0.9936892986297607,0.9989069104194641,1.0000803470611572
0.1599999964237213,0.9940919876098633,0.9989752769470215,1.0000860691070557
0.17000000178813934,0.9944448471069336,0.9990361332893372,1.0000903606414795
0.18000000715255737,0.9947561621665955,0.9990904927253723,1.000093936920166
0.1899999976158142,0.9950326085090637,0.9991392493247986,1.0000965595245361
0.20000000298023224,0.9952795505523682,0.9991834163665771,1.0000985860824585
0.20999999344348907,0.9955015182495117,0.9992235898971558,1.000099778175354
0.2199999988079071,0.9957017302513123,0.999260425567627,1.0001006126403809
0.23000000417232513,0.9958832859992981,0.9992940425872803,1.0001006126403809
0.23999999463558197,0.9960485100746155,0.9993250370025635,1.0001002550125122
0.25,0.9961995482444763,0.9993537664413452,1.0000993013381958
0.25999999046325684,0.9963379502296448,0.9993804097175598,1.0000978708267212
0.27000001072883606,0.9964655637741089,0.9994052052497864,1.0000958442687988
0.2800000011920929,0.9965832829475403,0.9994284510612488,1.0000932216644287
0.28999999165534973,0.9966922998428345,0.9994500279426575,1.0000900030136108
0.30000001192092896,0.9967936277389526,0.9994705319404602,1.0000863075256348
0.3100000023841858,0.9968880414962769,0.9994897246360779,1.0000817775726318
0.3199999928474426,0.996976375579834,0.9995077848434448,1.0000765323638916
0.33000001311302185,0.9970592856407166,0.9995247721672058,1.0000704526901245
0.3400000035762787,0.9971370697021484,0.9995408654212952,1.000063419342041
0.3499999940395355,0.997210681438446,0.9995560646057129,1.0000554323196411
0.36000001430511475,0.997279942035675,0.9995706081390381,1.0000462532043457
0.3700000047683716,0.9973459243774414,0.9995843768119812,1.0000356435775757
0.3799999952316284,0.9974085092544556,0.999597430229187,1.0000234842300415
0.38999998569488525,0.9974684119224548,0.9996100068092346,1.000009536743164
0.4000000059604645,0.9975255727767944,0.9996220469474792,0.9999934434890747
0.4099999964237213,0.9975805282592773,0.9996334910392761,0.9999749064445496
0.41999998688697815,0.9976333379745483,0.9996446371078491,0.9999533295631409
0.4300000071525574,0.9976844787597656,0.9996553063392639,0.9999280571937561
0.4399999976158142,0.9977338314056396,0.9996657967567444,0.9998984336853027
0.44999998807907104,0.9977819919586182,0.9996760487556458,0.9998635649681091
0.46000000834465027,0.9978287816047668,0.999686062335968,0.9998224377632141
0.4699999988079071,0.9978747367858887,0.9996960163116455,0.9997736811637878
0.47999998927116394,0.9979198575019836,0.999705970287323,0.9997164607048035
0.49000000953674316,0.9979642629623413,0.9997158050537109,0.9996501207351685
0.5,0.9980083703994751,0.9997257590293884,0.9995775818824768
