t,l2_u,l2_v,l2_p
0.0,,,
0.009999999776482582,2.6897175312042236,,1.0081976652145386
0.019999999552965164,1.3134007453918457,6.810571193695068,1.0075865983963013
0.029999999329447746,1.0415092706680298,3.622936487197876,1.0074721574783325
0.03999999910593033,0.9581074118614197,2.479945659637451,1.0074856281280518
0.05000000074505806,0.9285814762115479,1.9380724430084229,1.0075560808181763
0.05999999865889549,0.9180579781532288,1.6398755311965942,1.0076600313186646
0.07000000029802322,0.9150860905647278,1.459807276725769,1.0077872276306152
0.07999999821186066,0.9153079986572266,1.3438431024551392,1.007932424545288
0.09000000357627869,0.9168907403945923,1.2654855251312256,1.0080926418304443
0.10000000149011612,0.9190078973770142,1.2105070352554321,1.0082660913467407
0.10999999940395355,0.9212719202041626,1.1707391738891602,1.0084514617919922
0.11999999731779099,0.9234990477561951,1.1412417888641357,1.0086479187011719
0.12999999523162842,0.925603449344635,1.1188989877700806,1.0088547468185425
0.14000000059604645,0.9275486469268799,1.1016738414764404,1.0090715885162354
0.15000000596046448,0.9293228983879089,1.088194727897644,1.0092978477478027
0.1599999964237213,0.9309269189834595,1.0775126218795776,1.009533405303955
0.17000000178813934,0.9323670864105225,1.0689564943313599,1.0097779035568237
0.18000000715255737,0.9336520433425903,1.06204092502594,1.0100311040878296
0.1899999976158142,0.9347913265228271,1.0564090013504028,1.0102927684783936
0.20000000298023224,0.9357936382293701,1.0517935752868652,1.0105628967285156
0.20999999344348907,0.9366671442985535,1.0479919910430908,1.0108413696289062
0.2199999988079071,0.9374185800552368,1.0448474884033203,1.0111284255981445
0.23000000417232513,0.9380539655685425,1.042238473892212,1.0114237070083618
0.23999999463558197,0.9385775923728943,1.0400689840316772,1.0117275714874268
0.25,0.9389936327934265,1.0382627248764038,1.0120404958724976
0.25999999046325684,0.9393046498298645,1.036758542060852,1.0123625993728638
0.27000001072883606,0.9395129084587097,1.035507321357727,1.0126948356628418
0.2800000011920929,0.939619779586792,1.0344690084457397,1.0130376815795898
0.28999999165534973,0.9396264553070068,1.0336114168167114,1.013392448425293
0.30000001192092896,0.939533531665802,1.0329086780548096,1.0137603282928467
0.3100000023841858,0.93934166431427,1.0323400497436523,1.0141429901123047
0.3199999928474426,0.93905109167099,1.031888484954834,1.014542579650879
0.33000001311302185,0.9386621713638306,1.0315409898757935,1.01496160030365
0.3400000035762787,0.938175618648529,1.0312877893447876,1.015403151512146
0.3499999940395355,0.9375916123390198,1.0311211347579956,1.0158708095550537
0.36000001430511475,0.9369109869003296,1.0310360193252563,1.0163694620132446
0.3700000047683716,0.9361346364021301,1.0310286283493042,1.0169044733047485
0.3799999952316284,0.935263454914093,1.0310965776443481,1.0174825191497803
0.38999998569488525,0.9342988133430481,1.0312397480010986,1.0181119441986084
0.4000000059604645,0.9332420825958252,1.0314579010009766,1.0188026428222656
0.4099999964237213,0.9320945143699646,1.0317524671554565,1.0195668935775757
0.41999998688697815,0.9308576583862305,1.0321252346038818,1.0204194784164429
0.4300000071525574,0.9295331835746765,1.0325785875320435,1.0213783979415894
0.4399999976158142,0.9281219840049744,1.0331162214279175,1.0224655866622925
0.44999998807907104,0.9266255497932434,1.03374183177948,1.0237071514129639
0.46000000834465027,0.9250446557998657,1.034460186958313,1.025132417678833
0.4699999988079071,0.9233799576759338,1.0352764129638672,1.0267716646194458
0.47999998927116394,0.9216315150260925,1.0361967086791992,1.0286459922790527
0.49000000953674316,0.9197990894317627,1.0372281074523926,1.0307414531707764
0.5,0.9178817272186279,1.038378357887268,1.032941460609436
