t,ref_norm,pred_norm,ref_rms,pred_rms,ref_max_abs,pred_max_abs,pred_ref_norm_ratio,cosine,l2,near_zero_ref
0.0,0.0,0.17810169,0.0,0.0013377874856814742,0.0,0.00780286081135273,nan,nan,nan,True
0.009999999776482582,0.009046613,0.16043958,6.795246008550748e-05,0.0012051210505887866,0.00039301521610468626,0.007193454075604677,17.73476791381836,-0.0898294523358345,nan,True
0.019999999552965164,0.04077683,0.16931704,0.0003062898467760533,0.0012718028156086802,0.0018084305338561535,0.007095146458595991,4.152285575866699,0.2150324434041977,4.0565653,False
0.029999999329447746,0.09624749,0.21605322,0.0007229504990391433,0.0016228556632995605,0.004145339597016573,0.009100542403757572,2.244767427444458,0.5009592175483704,1.9467683,False
0.03999999910593033,0.17564197,0.29820248,0.0013193117920309305,0.002239909255877137,0.0074297660030424595,0.011623422615230083,1.6977860927581787,0.6684674620628357,1.269901,False
0.05000000074505806,0.27896994,0.40932536,0.00209544668905437,0.0030745938420295715,0.011545509099960327,0.014799870550632477,1.4672740697860718,0.7574840188026428,0.9643753,False
0.05999999865889549,0.40610528,0.5455042,0.0030504069291055202,0.004097483586519957,0.01644059270620346,0.018638484179973602,1.3432581424713135,0.8082131743431091,0.7956535,False
0.07000000029802322,0.55679995,0.7047722,0.004182330798357725,0.005293804220855236,0.02221754379570484,0.023599011823534966,1.2657546997070312,0.8402413129806519,0.68924344,False
0.07999999821186066,0.7306927,0.8859971,0.005488503258675337,0.006655051372945309,0.02878757007420063,0.029220810160040855,1.2125440835952759,0.8624206781387329,0.6154811,False
0.09000000357627869,0.9273146,1.0883307,0.006965402513742447,0.008174854330718517,0.03609009087085724,0.03552651405334473,1.17363703250885,0.8789570927619934,0.5605986,False
0.10000000149011612,1.1460944,1.3109814,0.008608739823102951,0.009847265668213367,0.04425559565424919,0.04251581057906151,1.1438685655593872,0.8919955492019653,0.51747864,False
0.10999999940395355,1.386364,1.5531245,0.010413493029773235,0.011666092090308666,0.0531608872115612,0.05016304925084114,1.120286226272583,0.9027064442634583,0.48214328,False
0.11999999731779099,1.6473614,1.8138676,0.012373941950500011,0.013624629937112331,0.06276463717222214,0.05845361575484276,1.101074457168579,0.9117692708969116,0.4522317,False
0.12999999523162842,1.9282371,2.0922399,0.01448370236903429,0.01571558602154255,0.07304668426513672,0.06771593540906906,1.0850532054901123,0.9196003079414368,0.4262742,False
0.14000000059604645,2.2280571,2.387193,0.01673576422035694,0.01793108694255352,0.08398928493261337,0.07789114862680435,1.0714235305786133,0.9264695644378662,0.4033186,False
0.15000000596046448,2.5458093,2.6976037,0.019122516736388206,0.020262697711586952,0.09557677060365677,0.08877333998680115,1.059625267982483,0.9325593709945679,0.38272563,False
0.1599999964237213,2.8804066,3.0222793,0.02163580060005188,0.022701457142829895,0.10779527574777603,0.10042426735162735,1.0492544174194336,0.937999963760376,0.36405224,False
