t,ref_norm,pred_norm,ref_rms,pred_rms,ref_max_abs,pred_max_abs,pred_ref_norm_ratio,cosine,l2,near_zero_ref
0.0,0.0,0.12599088,0.0,0.0009463640744797885,0.0,0.004923714324831963,nan,nan,nan,True
0.009999999776482582,0.009046613,0.115719624,6.795246008550748e-05,0.000869212846737355,0.00039301521610468626,0.004500248469412327,12.791485786437988,0.11105038225650787,nan,True
0.019999999552965164,0.04077683,0.13975285,0.00030628987587988377,0.0010497353505343199,0.0018084305338561535,0.006110892631113529,3.4272613525390625,0.464990496635437,3.0917375,False
0.029999999329447746,0.096247494,0.20299089,0.0007229504990391433,0.001524739433079958,0.004145339597016573,0.008053512312471867,2.10905122756958,0.6736307740211487,1.6145147,False
0.03999999910593033,0.17564197,0.29625204,0.0013193117920309305,0.002225258620455861,0.0074297660030424595,0.010385030880570412,1.6866813898086548,0.7688568234443665,1.118602,False
0.05000000074505806,0.27896997,0.4136523,0.00209544668905437,0.00310709560289979,0.011545509099960327,0.01316136959940195,1.4827842712402344,0.8184241652488708,0.8783852,False
0.05999999865889549,0.40610528,0.5529189,0.0030504069291055202,0.0041531785391271114,0.01644059270620346,0.01692545786499977,1.3615162372589111,0.8491604924201965,0.7358267,False
0.07000000029802322,0.5568,0.71318907,0.004182330798357725,0.0053570265881717205,0.02221754379570484,0.022202227264642715,1.2808711528778076,0.8707931637763977,0.64022523,False
0.07999999821186066,0.7306927,0.89405906,0.005488503258675337,0.006715607829391956,0.02878757007420063,0.0282690841704607,1.2235773801803589,0.8872879147529602,0.57080615,False
0.09000000357627869,0.92731464,1.0952296,0.006965402513742447,0.008226674050092697,0.03609009087085724,0.035074811428785324,1.1810766458511353,0.9004877209663391,0.5175482,False
0.10000000149011612,1.1460946,1.3163637,0.008608739823102951,0.0098876953125,0.04425559565424919,0.04258526489138603,1.1485646963119507,0.9113775491714478,0.47503254,False
0.10999999940395355,1.3863641,1.5570282,0.010413493029773235,0.01169541385024786,0.0531608872115612,0.05077168717980385,1.1231019496917725,0.9205307960510254,0.44007188,False
0.11999999731779099,1.6473616,1.816662,0.012373942881822586,0.01364561915397644,0.06276463717222214,0.05966954305768013,1.1027705669403076,0.9283275604248047,0.4106633,False
0.12999999523162842,1.9282372,2.0945675,0.01448370236903429,0.01573307067155838,0.07304668426513672,0.06932037323713303,1.0862603187561035,0.9350312352180481,0.38547486,False
0.14000000059604645,2.2280574,2.3899076,0.016735762357711792,0.0179514791816473,0.08398928493261337,0.07974059879779816,1.0726418495178223,0.9408449530601501,0.3635772,False
0.15000000596046448,2.5458095,2.701706,0.019122516736388206,0.02029351331293583,0.09557677060365677,0.09083788096904755,1.0612365007400513,0.9459205865859985,0.3442934,False
0.1599999964237213,2.8804069,3.028856,0.02163580060005188,0.02275085635483265,0.10779527574777603,0.10256102681159973,1.0515376329421997,0.9503856897354126,0.32711324,False
0.17000000178813934,3.2306926,3.3701298,0.0242669265717268,0.025314290076494217,0.12063230574131012,0.11502792686223984,1.0431602001190186,0.9543455839157104,0.31164184,False
0.18000000715255737,3.5954452,3.7241898,0.027006717398762703,0.02797376550734043,0.1340763419866562,0.12812204658985138,1.035807728767395,0.9578788876533508,0.29756787,False
0.1899999976158142,3.9733822,4.0896006,0.029845543205738068,0.030718499794602394,0.1481163203716278,0.14176417887210846,1.0292491912841797,0.9610570669174194,0.28464416,False
0.20000000298023224,4.3631644,4.464848,0.03277333825826645,0.0335371233522892,0.16274107992649078,0.1559067666530609,1.023305058479309,0.9639378190040588,0.27267534,False
0.20999999344348907,4.763399,4.848354,0.03577965125441551,0.036417774856090546,0.17793866991996765,0.170582115650177,1.0178349018096924,0.9665646553039551,0.26150808,False
0.2199999988079071,5.1726437,5.2384925,0.03885364159941673,0.03934825584292412,0.19369560480117798,0.18584059178829193,1.0127302408218384,0.9689715504646301,0.2510259,False
0.23000000417232513,5.5894094,5.6336074,0.04198412224650383,0.04231610521674156,0.20999589562416077,0.20168069005012512,1.007907509803772,0.9711867570877075,0.24114269,False
0.23999999463558197,6.01216,6.0320272,0.04515955224633217,0.045308783650398254,0.22682006657123566,0.21790596842765808,1.0033044815063477,0.9732298851013184,0.23179926,False
0.25,6.439315,6.4320893,0.048368073999881744,0.04831380024552345,0.24414381384849548,0.23438753187656403,0.9988778829574585,0.9751187562942505,0.22295885,False
0.25999999046325684,6.869251,6.8321395,0.0515974797308445,0.05131872743368149,0.26193666458129883,0.25105395913124084,0.9945974946022034,0.9768630862236023,0.2146029,False
0.27000001072883606,7.3003,7.2305613,0.054835252463817596,0.054311420768499374,0.28016045689582825,0.26783573627471924,0.9904471039772034,0.9784728288650513,0.20672703,False
0.2800000011920929,7.7307534,7.625769,0.058068547397851944,0.05727997049689293,0.2987678050994873,0.2847685217857361,0.9864199161529541,0.9799526333808899,0.19933626,False
0.28999999165534973,8.15886,8.016233,0.06128420680761337,0.060212891548871994,0.3177005648612976,0.30202680826187134,0.9825187921524048,0.981309175491333,0.19244088,False
0.30000001192092896,8.5828285,8.400477,0.06446880102157593,0.06309909373521805,0.33688876032829285,0.3192410469055176,0.9787539839744568,0.9825460910797119,0.18605192,False
0.3100000023841858,9.000836,8.777086,0.06760861724615097,0.06592793017625809,0.35624977946281433,0.3363468647003174,0.975141167640686,0.9836705923080444,0.18017627,False
0.3199999928474426,9.4110365,9.144712,0.07068977504968643,0.06868931651115417,0.37568819522857666,0.35328301787376404,0.97170090675354,0.9846861958503723,0.17481394,False
0.33000001311302185,9.811565,9.502082,0.07369829714298248,0.07137364894151688,0.3950965404510498,0.36998990178108215,0.9684572815895081,0.9855998754501343,0.1699544,False
0.3400000035762787,10.200565,9.847996,0.07662021368741989,0.0739719346165657,0.4143567681312561,0.38641396164894104,0.9654362797737122,0.9864187240600586,0.16557595,False
0.3499999940395355,10.576198,10.181334,0.07944172620773315,0.07647575438022614,0.43334269523620605,0.40249934792518616,0.9626648426055908,0.987151026725769,0.16164513,False
0.36000001430511475,10.936673,10.501064,0.08214939385652542,0.07887737452983856,0.45192307233810425,0.41819828748703003,0.9601699113845825,0.9878056645393372,0.15811864,False
0.3700000047683716,11.280275,10.806249,0.08473032712936401,0.0811697244644165,0.46996524930000305,0.4334579110145569,0.9579773545265198,0.9883900880813599,0.15494646,False
0.3799999952316284,11.605388,11.096042,0.08717235922813416,0.08334647119045258,0.48733922839164734,0.4483790397644043,0.9561112523078918,0.9889118075370789,0.15207529,False
0.38999998569488525,11.910518,11.369705,0.08946429938077927,0.08540205657482147,0.5039211511611938,0.46320560574531555,0.9545937180519104,0.9893785119056702,0.14945386,False
0.4000000059604645,12.194324,11.626608,0.09159606695175171,0.08733174204826355,0.5195964574813843,0.4774881899356842,0.953444242477417,0.9897968173027039,0.14703742,False
0.4099999964237213,12.455635,11.866234,0.0935588851571083,0.089131660759449,0.5342622995376587,0.4911855459213257,0.9526799321174622,0.99016934633255,0.14479204,False
0.41999998688697815,12.69346,12.088181,0.09534528106451035,0.09079878777265549,0.5478294491767883,0.5047902464866638,0.952315628528595,0.9905012249946594,0.14269862,False
0.4300000071525574,12.906993,12.292175,0.09694919735193253,0.09233106672763824,0.5602227449417114,0.5180490016937256,0.952365517616272,0.9907878041267395,0.14075568,False
0.4399999976158142,13.095611,12.478056,0.09836597740650177,0.09372729063034058,0.5713810920715332,0.5306516289710999,0.9528425931930542,0.991028904914856,0.13898197,False
0.44999998807907104,13.258871,12.645789,0.09959227591753006,0.09498719871044159,0.5812563896179199,0.5425647497177124,0.9537606239318848,0.9912182688713074,0.13741829,False
0.46000000834465027,13.39649,12.795456,0.10062599182128906,0.09611140191555023,0.5898124575614929,0.5537607073783875,0.955134928226471,0.9913513660430908,0.1361275,False
0.4699999988079071,13.508332,12.92725,0.10146607458591461,0.0971013531088829,0.5970237255096436,0.5642133951187134,0.9569833874702454,0.9914156198501587,0.13519472,False
0.47999998927116394,13.594393,13.041475,0.10211250931024551,0.09795933961868286,0.6028738617897034,0.5739040970802307,0.9593275189399719,0.9914003610610962,0.13472614,False
0.49000000953674316,13.654779,13.138534,0.10256610065698624,0.09868837147951126,0.6073542833328247,0.5828149914741516,0.9621930122375488,0.9912930727005005,0.13484621,False
0.5,13.689691,13.218918,0.10282832384109497,0.09929217398166656,0.6104629039764404,0.5909338593482971,0.9656111598014832,0.9910781979560852,0.1356943,False
